,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,XVAR,YVAR,ZVAR,XMFCC0,XMFCC1,XMFCC2,XMFCC3,XMFCC4,XMFCC5,XMFCC6,XMFCC7,XMFCC8,XMFCC9,XMFCC10,XMFCC11,XMFCC12,YMFCC0,YMFCC1,YMFCC2,YMFCC3,YMFCC4,YMFCC5,YMFCC6,YMFCC7,YMFCC8,YMFCC9,YMFCC10,YMFCC11,YMFCC12,ZMFCC0,ZMFCC1,ZMFCC2,ZMFCC3,ZMFCC4,ZMFCC5,ZMFCC6,ZMFCC7,ZMFCC8,ZMFCC9,ZMFCC10,ZMFCC11,ZMFCC12,XYCOS,XZCOS,YZCOS,XYCOR,XZCOR,YZCOR,RESULTANT
163,0.035,0.89,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.935,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10181219518233356,-0.7204738774315123,-0.13153972792652283,0.2595390424761793,0.18316075007486926,0.26878612716763006,0.04192340081293805,0.010833389084389258,0.04306092879028388,0.054767,0.0147771,0.0476338,0.234024,0.121561,0.218252,0.183175,0.258909,0.258493,0.257801,0.256832,0.255588,0.25407,0.252281,0.250221,0.247893,0.2453,0.242445,0.239329,0.338751,0.47881,0.478041,0.47676,0.474968,0.472668,0.469861,0.466552,0.462743,0.458438,0.453642,0.448361,0.4426,0.211971,0.299611,0.29913,0.298328,0.297207,0.295768,0.294012,0.291941,0.289557,0.286864,0.283863,0.280558,0.276953,0.843455,0.72792,0.894819,-0.283593,-0.134849,-0.194864,0.4243361016458719
164,0.0,0.65,0.345,0.0,0.005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.965,0.02,0.0,0.005,0.0,0.0,0.0,0.0,0.0,-0.022066859769431995,-0.6979181525386827,-0.07480268415022769,0.525001141306829,0.29098977170632817,0.32301965317919074,0.0345981393930151,0.009074153364464724,0.02529015467532947,0.0523676,0.0247317,0.0491212,0.22884,0.157263,0.221633,0.219627,0.310434,0.309935,0.309105,0.307943,0.306452,0.304632,0.302486,0.300017,0.297226,0.294117,0.290693,0.286957,0.342332,0.483871,0.483094,0.481799,0.479989,0.477664,0.474828,0.471484,0.467634,0.463284,0.458438,0.453101,0.447278,0.230011,0.325111,0.324588,0.323718,0.322502,0.32094,0.319035,0.316787,0.314201,0.311278,0.308022,0.304436,0.300524,0.326755,0.284628,0.729199,-0.356702,0.0501753,-0.628694,0.4053142099512414
165,0.765,0.0,0.0,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4021472367324371,0.1327922882303921,-0.46873754440689713,0.20186391709547197,0.22691146997166486,0.2049393063583815,0.4075750442606972,0.033368880206591116,0.025921499501642735,0.512639,0.0424986,0.025065,0.715988,0.206152,0.158319,0.398997,0.563965,0.563059,0.56155,0.55944,0.55673,0.553425,0.549527,0.54504,0.53997,0.534322,0.528101,0.521315,0.10807,0.152752,0.152507,0.152098,0.151526,0.150793,0.149897,0.148841,0.147626,0.146253,0.144723,0.143038,0.1412,0.252458,0.356839,0.356265,0.355311,0.353975,0.352261,0.35017,0.347703,0.344864,0.341656,0.338082,0.334146,0.329853,-0.789434,0.500043,-0.92276,-0.978343,-0.935036,0.923428,0.43953115755196526
166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7931993167132919,0.03961523735163177,-0.28051199106566926,0.2504353270333196,0.21038609504941372,0.2425231213872832,0.0005066487192578791,0.0005945167721476645,0.0016486119827236149,0.000687834,0.000761292,0.00167786,0.0262266,0.0275915,0.0409617,0.340058,0.480658,0.479886,0.4786,0.476801,0.474492,0.471675,0.468352,0.464529,0.460207,0.455393,0.450091,0.444308,-0.07794,-0.110165,-0.109988,-0.109693,-0.109281,-0.108752,-0.108106,-0.107344,-0.106468,-0.105478,-0.104374,-0.103159,-0.101833,0.166902,0.235908,0.235529,0.234898,0.234015,0.232882,0.231499,0.229869,0.227992,0.225871,0.223508,0.220906,0.218068,0.999787,-0.999962,-0.999767,-0.229098,0.488283,-0.0492986,0.43436594414141283
167,0.025,0.47,0.47,0.03,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.575,0.16,0.1,0.02,0.0,0.625,0.36,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01763531635019269,0.704695230444673,-0.31335047030394053,0.23241180959089042,0.3103555714252805,0.24534335260115608,0.07508404559349119,0.11075839276395895,0.1204797150134741,0.100111,0.148538,0.141958,0.316403,0.385407,0.376773,0.293993,0.415546,0.414879,0.413767,0.412212,0.410215,0.40778,0.404908,0.401602,0.397866,0.393704,0.38912,0.38412,0.400171,0.565624,0.564716,0.563202,0.561086,0.558368,0.555053,0.551144,0.546644,0.541559,0.535894,0.529655,0.522849,0.372291,0.526217,0.525371,0.523963,0.521994,0.519466,0.516382,0.512745,0.508558,0.503828,0.498557,0.492753,0.486421,0.162691,-0.271304,-0.859412,0.0789105,-0.277928,-0.251573,0.4388099279202242
168,0.935,0.05,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.15,0.675,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.955,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5983792571320113,-0.007085315955825494,-0.49527385456681006,0.43323094180639526,0.5100981363311755,0.32301965317919074,0.1272102167613768,0.113856590443823,0.1852209383882757,0.176611,0.164111,0.178029,0.420251,0.405106,0.421935,0.338004,0.477754,0.476987,0.475709,0.473921,0.471626,0.468825,0.465523,0.461723,0.457427,0.452642,0.447373,0.441624,0.30147,0.426115,0.425431,0.42429,0.422696,0.420649,0.418151,0.415206,0.411816,0.407985,0.403717,0.399017,0.39389,0.342337,0.483879,0.483102,0.481807,0.479996,0.477672,0.474836,0.471491,0.467642,0.463291,0.458445,0.453108,0.447285,-0.147266,0.733184,0.343289,-0.570615,-0.810593,0.69849,0.42215427404134764
169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.729604964556565,-0.19072065105593883,-0.4157794914748385,0.2491309763716878,0.2391307102213827,0.21049190751445088,0.015733069868908767,0.023035109784979326,0.027002657905422868,0.0221741,0.0337411,0.0268836,0.14891,0.183688,0.163962,0.338039,0.477803,0.477036,0.475757,0.47397,0.471674,0.468874,0.465571,0.46177,0.457474,0.452689,0.447419,0.441669,0.205925,0.291066,0.290599,0.28982,0.288731,0.287333,0.285627,0.283615,0.281299,0.278682,0.275767,0.272557,0.269054,0.238733,0.337439,0.336897,0.335994,0.334732,0.333111,0.331133,0.3288,0.326116,0.323082,0.319703,0.315981,0.31192,0.980474,0.993599,0.986455,-0.262991,-0.618421,0.458895,0.43975573204807616
170,0.0,0.305,0.0,0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695,0.3,0.005,0.0,0.0,0.0,0.0,0.04,0.265,0.555,0.14,0.0,0.0,0.0,0.0,0.0,0.1825695871396859,0.5896515739607654,0.33167547583975965,0.2608701323263746,0.17834838397567326,0.223121387283237,0.14179071818368688,0.07520237633300775,0.18079294178448818,0.164707,0.0866692,0.151341,0.405842,0.294396,0.389025,0.21889,0.309391,0.308894,0.308066,0.306909,0.305422,0.303609,0.30147,0.299009,0.296228,0.293129,0.289716,0.285993,0.328431,0.464223,0.463477,0.462235,0.460498,0.458268,0.455547,0.452338,0.448645,0.444472,0.439822,0.434702,0.429116,0.23809,0.336529,0.335989,0.335088,0.333829,0.332212,0.33024,0.327914,0.325236,0.322211,0.31884,0.315128,0.311079,0.569277,0.964345,0.75826,-0.994248,0.991486,-0.995544,0.4094956143192154
171,0.995,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.865,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7092301471377053,0.07459680628232944,-0.31813341805543516,0.3955130337239864,0.3724268008938239,0.29205953757225434,0.06868729734568434,0.036572313579619195,0.16275056295913473,0.107742,0.0554779,0.167823,0.328241,0.235537,0.409662,0.363926,0.514394,0.513568,0.512191,0.510267,0.507795,0.50478,0.501225,0.497133,0.492508,0.487356,0.481682,0.475493,0.200686,0.283661,0.283206,0.282447,0.281385,0.280023,0.27836,0.276399,0.274143,0.271592,0.268751,0.265623,0.262209,0.313258,0.442777,0.442066,0.440881,0.439224,0.437097,0.434502,0.431441,0.427919,0.423938,0.419503,0.41462,0.409292,-0.776009,0.751362,-0.569278,-0.0298595,-0.47505,0.188564,0.41551766580723737
172,0.855,0.14,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.725,0.12,0.005,0.0,0.0,0.0,0.0,0.0,0.0,-0.3405524059449244,-0.6617857491422608,-0.1345435115385726,0.3811149589455629,0.3722897325439425,0.2614919075144509,0.07403969206490243,0.09986552845310889,0.08854784229761158,0.100741,0.136551,0.0961901,0.317397,0.369528,0.310145,0.321636,0.454618,0.453888,0.452672,0.45097,0.448786,0.446122,0.442979,0.439363,0.435276,0.430722,0.425708,0.420238,0.379784,0.536809,0.535946,0.53451,0.532501,0.529922,0.526776,0.523066,0.518795,0.513969,0.508593,0.502672,0.496212,0.275764,0.389781,0.389154,0.388112,0.386653,0.384781,0.382496,0.379802,0.376701,0.373197,0.369293,0.364993,0.360303,0.960004,0.583738,0.645736,0.524767,-0.411224,-0.363329,0.4332473904011678
173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.995,0.0,0.0,0.0,0.0,-0.4393715082646333,-0.21380265617609742,0.7273970096949041,0.23429985717360255,0.2097209104102836,0.17341040462427745,0.0017392100045752633,0.0028324792271565624,0.001574495182546421,0.00300926,0.00597451,0.00153399,0.0548567,0.0772949,0.0391661,0.255444,0.361058,0.360478,0.359512,0.358161,0.356427,0.35431,0.351815,0.348942,0.345696,0.34208,0.338098,0.333753,0.167678,0.237005,0.236624,0.23599,0.235103,0.233965,0.232576,0.230938,0.229052,0.226921,0.224548,0.221933,0.219082,0.305438,0.431723,0.431029,0.429874,0.428259,0.426185,0.423654,0.42067,0.417236,0.413354,0.40903,0.404268,0.399074,0.999337,-0.999959,-0.999564,-0.807254,0.216222,-0.0901339,0.41771590462493896
174,0.19,0.235,0.22,0.205,0.115,0.015,0.005,0.015,0.0,0.0,0.68,0.145,0.14,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.19,0.415,0.16,0.07,0.03,0.0,0.0,0.005,0.0,0.07126135716584557,-0.6692985683075698,0.09509988543261223,0.2739136389426934,0.39902842728466453,0.23362254335260116,0.21935933055281115,0.47435875135475064,0.22453671231865335,0.302655,0.546583,0.240379,0.550141,0.739313,0.490284,0.452823,0.640045,0.639017,0.637305,0.63491,0.631835,0.628083,0.623659,0.618568,0.612813,0.606403,0.599343,0.591642,0.503303,0.711397,0.710254,0.708351,0.705689,0.702271,0.698102,0.693185,0.687525,0.681129,0.674004,0.666158,0.657597,0.435887,0.616107,0.615117,0.613468,0.611163,0.608203,0.604592,0.600334,0.595432,0.589893,0.583723,0.576927,0.569513,-0.120952,-0.0267163,-0.298814,0.0443346,-0.0870058,-0.139877,0.48035189096044467
175,0.0,0.955,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985,0.015,0.0,0.0,0.0,0.0,0.905,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01589854677790706,0.7357517699081825,-0.06362658733597126,0.23359746434231377,0.17917424957958028,0.19533583815028904,0.007268567942656703,0.0028835382742149135,0.029969360256930862,0.0100564,0.00633718,0.0308622,0.100282,0.0796064,0.175677,-0.0414724,-0.0586195,-0.0585253,-0.0583685,-0.0581491,-0.0578675,-0.0575239,-0.0571187,-0.0566524,-0.0561254,-0.0555383,-0.0548917,-0.0541863,0.34412,0.486398,0.485617,0.484315,0.482495,0.480159,0.477308,0.473946,0.470076,0.465704,0.460832,0.455467,0.449614,0.0809356,0.114399,0.114215,0.113909,0.113481,0.112931,0.112261,0.11147,0.11056,0.109532,0.108386,0.107124,0.105747,-0.803686,0.736224,-0.834339,0.150009,0.198234,0.0149811,0.42474854134546036
176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46292261860553396,-0.0463453929834308,-0.7916134746652033,0.3085904534575075,0.29098977170632817,0.23362254335260116,0.0006518065658340572,0.0007546797436343445,0.0008569133227509323,0.000849449,0.000991948,0.000809585,0.0291453,0.0314952,0.0284532,0.262253,0.370683,0.370088,0.369096,0.367709,0.365928,0.363755,0.361193,0.358244,0.354912,0.351199,0.34711,0.34265,-0.0547948,-0.07745,-0.0773256,-0.0771184,-0.0768286,-0.0764565,-0.0760025,-0.0754672,-0.0748511,-0.0741548,-0.0733791,-0.0725248,-0.0715928,0.317532,0.448818,0.448097,0.446896,0.445217,0.443061,0.44043,0.437328,0.433757,0.429722,0.425227,0.420277,0.414876,-0.999738,-0.999996,0.99974,0.0313567,0.287884,-0.0277668,0.43070149298852506
177,0.135,0.125,0.185,0.07,0.065,0.045,0.025,0.025,0.045,0.28,0.315,0.045,0.12,0.15,0.16,0.13,0.03,0.025,0.02,0.005,0.41,0.165,0.115,0.1,0.055,0.1,0.03,0.025,0.0,0.0,0.8763564644038984,0.11048806672722768,-0.14211843764742127,0.8130474196683036,0.450718169043286,0.43352601156069365,0.8549111139107891,0.410584449469473,0.5815727786186276,1.12136,0.514006,0.580682,1.05894,0.716942,0.762025,0.593029,0.83822,0.836874,0.834631,0.831494,0.827467,0.822554,0.816761,0.810092,0.802556,0.794161,0.784916,0.774829,0.467755,0.661151,0.660089,0.65832,0.655846,0.65267,0.648795,0.644225,0.638965,0.633021,0.626399,0.619107,0.611151,0.515946,0.729268,0.728096,0.726145,0.723416,0.719913,0.715638,0.710598,0.704796,0.69824,0.690936,0.682892,0.674117,0.294826,-0.467285,-0.469217,0.226448,-0.451021,-0.450017,0.7793771512725167
178,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.73,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.215824524051197,-0.6703158432120361,-0.053031318295160244,0.4816066991449981,0.2957416664746942,0.36801560693641616,0.04326096902745821,0.021008469700416126,0.058551164679390165,0.0638562,0.0300321,0.0677164,0.252698,0.173298,0.260224,0.224437,0.317231,0.316722,0.315873,0.314686,0.313162,0.311303,0.30911,0.306586,0.303734,0.300557,0.297058,0.293241,0.336451,0.475559,0.474795,0.473523,0.471743,0.469459,0.466671,0.463384,0.459601,0.455326,0.450563,0.445317,0.439595,0.213127,0.301245,0.300762,0.299955,0.298828,0.297381,0.295615,0.293533,0.291137,0.288428,0.285411,0.282088,0.278464,0.936763,0.555218,0.48498,-0.477548,0.296654,-0.316844,0.40654764218372785
179,0.07,0.18,0.43,0.22,0.04,0.03,0.015,0.01,0.005,0.0,0.98,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.14,0.565,0.19,0.045,0.015,0.0,0.005,0.005,0.0,0.14431048283943587,-0.6895922642061877,0.13653159267924017,0.3715423294398466,0.43193807735723005,0.2749190751445087,0.14390661158668797,0.20675903501612322,0.17178098121008528,0.224297,0.312963,0.236406,0.4736,0.559431,0.486216,0.407001,0.575277,0.574353,0.572814,0.570661,0.567898,0.564526,0.56055,0.555973,0.550801,0.545039,0.538694,0.531772,0.467492,0.66078,0.659719,0.657951,0.655478,0.652304,0.648431,0.643863,0.638606,0.632666,0.626048,0.618759,0.610808,0.447383,0.632357,0.631341,0.629649,0.627283,0.624245,0.620538,0.616168,0.611137,0.605452,0.599118,0.592143,0.584534,-0.63327,0.158843,-0.309353,-0.521742,-0.0368212,0.106188,0.44370737943156735
180,0.0,0.0,0.0,0.0,0.075,0.86,0.065,0.0,0.0,0.0,0.0,0.01,0.985,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.61,0.085,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.7703281921785127,0.0845336676701777,-0.2082941012236567,0.3059015345685534,0.2526181206662213,0.23736300578034683,0.052943485554767224,0.01286477915891727,0.2098674738823877,0.0679359,0.021406,0.19691,0.260645,0.146308,0.443745,0.338855,0.478956,0.478187,0.476905,0.475113,0.472812,0.470005,0.466694,0.462884,0.458578,0.453781,0.448498,0.442735,0.121385,0.171572,0.171297,0.170837,0.170195,0.169371,0.168366,0.16718,0.165815,0.164272,0.162554,0.160661,0.158597,0.334519,0.472829,0.472069,0.470804,0.469035,0.466763,0.463992,0.460724,0.456962,0.452711,0.447975,0.44276,0.437071,0.955793,-0.53545,-0.635258,-0.182042,0.925776,-0.208635,0.43535493567236305
181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999727675587354,-0.1683098221458119,-0.8929103004746364,0.26630470935806383,0.1958119284019443,0.1690965317919075,0.0055975359887541366,0.009560057267484646,0.004594355642511721,0.00887862,0.0151807,0.0047451,0.0942264,0.12321,0.0688847,0.19596,0.27698,0.276535,0.275794,0.274758,0.273427,0.271804,0.269889,0.267686,0.265196,0.262422,0.259366,0.256034,0.144067,0.203632,0.203305,0.20276,0.201998,0.20102,0.199826,0.198419,0.196799,0.194968,0.192929,0.190682,0.188232,0.335052,0.473582,0.472821,0.471554,0.469782,0.467507,0.464731,0.461458,0.45769,0.453432,0.448689,0.443466,0.437767,-0.993774,-0.999286,0.995044,0.327749,0.365566,-0.545539,0.4411074977650519
182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7962014870563381,-0.17393523975405223,-0.12403315714987145,0.23502898919345477,0.2064612177198277,0.20831040462427747,0.005688888741537421,0.01001164082047714,0.026357746686847063,0.0103878,0.0139175,0.0255489,0.10192,0.117972,0.15984,0.343186,0.485078,0.484299,0.483001,0.481186,0.478856,0.476012,0.47266,0.468801,0.46444,0.459581,0.454231,0.448394,0.147532,0.208531,0.208196,0.207638,0.206857,0.205856,0.204633,0.203192,0.201533,0.199658,0.19757,0.19527,0.19276,0.0815966,0.115333,0.115148,0.114839,0.114408,0.113854,0.113178,0.112381,0.111463,0.110426,0.109271,0.107999,0.106611,0.996113,0.961219,0.973039,-0.14165,-0.36946,0.596914,0.43249592958725797
183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702584606243656,-0.2023686364011742,-0.4190980947154589,0.4613533942465093,0.42750812043585434,0.5628231213872832,0.007151069882170399,0.010637167667955631,0.012429122522056923,0.0107324,0.0160864,0.0125763,0.103597,0.126832,0.112144,0.323065,0.456638,0.455904,0.454682,0.452974,0.45078,0.448103,0.444947,0.441314,0.437209,0.432636,0.427599,0.422104,0.169239,0.239211,0.238827,0.238187,0.237292,0.236143,0.234741,0.233087,0.231184,0.229034,0.226638,0.223999,0.221121,0.226665,0.320381,0.319866,0.319009,0.31781,0.316271,0.314393,0.312178,0.30963,0.306749,0.30354,0.300007,0.296152,-0.995862,-0.998719,0.995027,0.291444,0.396998,-0.174645,0.4292642162134148
184,0.0,0.0,0.025,0.895,0.075,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,0.105,0.88,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3297411267628879,0.659935885404545,-0.15659532680588048,0.27079428433540076,0.25916284641433807,0.31213872832369943,0.04042596362334313,0.020153137000414788,0.0440114991324892,0.0590597,0.0282681,0.0461482,0.243022,0.168131,0.214821,0.290846,0.411098,0.410437,0.409338,0.407799,0.405824,0.403415,0.400573,0.397303,0.393607,0.38949,0.384955,0.380008,0.332519,0.470001,0.469246,0.467989,0.46623,0.463972,0.461217,0.457969,0.45423,0.450004,0.445297,0.440113,0.434457,0.202801,0.28665,0.286189,0.285422,0.28435,0.282973,0.281292,0.279311,0.277031,0.274454,0.271583,0.268421,0.264972,0.97023,-0.853703,-0.937857,-0.81796,0.718474,-0.634614,0.42555960077564575
185,0.12,0.22,0.35,0.125,0.085,0.03,0.035,0.02,0.0,0.015,0.89,0.09,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.28,0.32,0.09,0.045,0.005,0.0,0.005,0.005,0.005,0.14078016818095543,-0.716877754337495,-0.09001299714062906,0.4272870158413388,0.39902842728466453,0.37379595375722546,0.23483631830569388,0.2637535624924736,0.31600741998597215,0.379377,0.389995,0.374144,0.615936,0.624495,0.611673,0.501425,0.708743,0.707604,0.705708,0.703056,0.699651,0.695497,0.690598,0.684959,0.678588,0.671489,0.663672,0.655143,0.502618,0.710428,0.709287,0.707386,0.704728,0.701315,0.697151,0.69224,0.686589,0.680202,0.673086,0.66525,0.656702,0.500998,0.708139,0.707001,0.705106,0.702457,0.699055,0.694904,0.69001,0.684376,0.67801,0.670917,0.663106,0.654585,-0.389799,-0.13244,0.290981,-0.267297,-0.0849421,0.284865,0.5140467028577104
186,0.0,0.045,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04463867501794866,-0.5719209603675703,-0.4526451588058034,0.4690647153580769,0.31135536409500336,0.28308901734104047,0.024125030667524253,0.1071517454540589,0.1829801764553878,0.0365677,0.125274,0.153458,0.191227,0.353941,0.391737,0.105154,0.148631,0.148392,0.147994,0.147438,0.146724,0.145853,0.144826,0.143643,0.142307,0.140818,0.139179,0.137391,0.316085,0.446773,0.446055,0.444859,0.443188,0.441041,0.438423,0.435335,0.43178,0.427764,0.423289,0.418361,0.412985,0.256762,0.362922,0.362339,0.361368,0.36001,0.358266,0.356139,0.353631,0.350743,0.347481,0.343846,0.339843,0.335476,-0.778046,-0.566219,0.793538,-0.472854,0.310949,-0.956485,0.40607258074964697
187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5643238514924203,-0.3126359807506062,-0.5615987445724903,0.20955110771979943,0.19895355801792253,0.2049393063583815,0.004401946807593611,0.007495617967004295,0.0047656982539037995,0.00586508,0.00975915,0.00522431,0.0765838,0.0987884,0.0722794,0.294209,0.415852,0.415184,0.414071,0.412515,0.410518,0.40808,0.405206,0.401897,0.398159,0.393994,0.389407,0.384403,0.217366,0.307237,0.306743,0.305921,0.304772,0.303296,0.301495,0.299371,0.296927,0.294165,0.291088,0.287699,0.284002,0.266308,0.376415,0.375811,0.374803,0.373395,0.371587,0.36938,0.366779,0.363784,0.3604,0.35663,0.352478,0.347949,-0.999144,-0.999818,0.999199,0.58183,0.183191,-0.410269,0.4278865380545802
188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.27,0.0,0.0,0.0,0.0,0.0,-0.672474603685457,-0.05430100826582782,0.47799054578363126,0.33313833290941935,0.450718169043286,0.29995317919075143,0.0024671542526738767,0.01142834205279848,0.005374007899885563,0.00363688,0.013827,0.00543454,0.0603065,0.117588,0.0737194,0.315348,0.445731,0.445015,0.443822,0.442154,0.440013,0.4374,0.43432,0.430774,0.426766,0.422302,0.417386,0.412022,0.0194316,0.0274658,0.0274216,0.0273482,0.0272454,0.0271134,0.0269524,0.0267626,0.0265441,0.0262972,0.0260221,0.0257191,0.0253887,0.244663,0.34582,0.345264,0.344339,0.343045,0.341384,0.339357,0.336966,0.334215,0.331106,0.327643,0.323828,0.319667,0.964943,-0.999869,-0.963494,-0.231173,-0.0847908,0.429124,0.4133876630864309
189,0.01,0.85,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062472045486429165,-0.6940127178131967,-0.07940280545687355,0.606523057658821,0.2879587182381534,0.37985144508670515,0.03690374044333636,0.007441494841912305,0.025948263132636866,0.0498965,0.010508,0.0255223,0.223375,0.102508,0.159757,0.174184,0.246202,0.245806,0.245148,0.244226,0.243044,0.241601,0.239899,0.23794,0.235727,0.233261,0.230545,0.227583,0.337759,0.477407,0.47664,0.475363,0.473576,0.471283,0.468485,0.465185,0.461387,0.457095,0.452313,0.447047,0.441303,0.0930587,0.131534,0.131323,0.130971,0.130479,0.129847,0.129076,0.128167,0.127121,0.125938,0.124621,0.12317,0.121587,0.733973,0.742076,0.917404,0.234488,0.263171,0.218985,0.40357634885056726
190,0.175,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.19945782685118707,-0.051893557759442634,0.8531092048638188,0.2750477718429823,0.23154242207837084,0.18786127167630057,0.00454776508344882,0.002624964876834767,0.0027197478681383587,0.00626411,0.00362507,0.00269734,0.0791462,0.0602085,0.0519359,0.146174,0.20661,0.206278,0.205725,0.204952,0.20396,0.202749,0.201321,0.199677,0.19782,0.19575,0.193471,0.190985,-0.0210259,-0.0297192,-0.0296715,-0.029592,-0.0294808,-0.029338,-0.0291638,-0.0289584,-0.028722,-0.0284548,-0.0281571,-0.0278293,-0.0274717,0.328176,0.463862,0.463117,0.461876,0.46014,0.457911,0.455193,0.451986,0.448296,0.444126,0.43948,0.434364,0.428782,0.997254,-0.99923,-0.997241,0.244464,0.571251,0.0332658,0.3978186042695066
